start date,end date,debt volume
2013-07-28 00:00:00,2013-08-03 00:00:00,12
2013-08-04 00:00:00,2013-08-10 00:00:00,11
2013-08-11 00:00:00,2013-08-17 00:00:00,10
2013-08-18 00:00:00,2013-08-24 00:00:00,12
2013-08-25 00:00:00,2013-08-31 00:00:00,12
2013-09-01 00:00:00,2013-09-07 00:00:00,13
2013-09-08 00:00:00,2013-09-14 00:00:00,11
2013-09-15 00:00:00,2013-09-21 00:00:00,10
2013-09-22 00:00:00,2013-09-28 00:00:00,11
2013-09-29 00:00:00,2013-10-05 00:00:00,13
2013-10-06 00:00:00,2013-10-12 00:00:00,13
2013-10-13 00:00:00,2013-10-19 00:00:00,18
2013-10-20 00:00:00,2013-10-26 00:00:00,12
2013-10-27 00:00:00,2013-11-02 00:00:00,9
2013-11-03 00:00:00,2013-11-09 00:00:00,9
2013-11-10 00:00:00,2013-11-16 00:00:00,11
2013-11-17 00:00:00,2013-11-23 00:00:00,10
2013-11-24 00:00:00,2013-11-30 00:00:00,10
2013-12-01 00:00:00,2013-12-07 00:00:00
2013-12-08 00:00:00,2013-12-14 00:00:00
2013-12-15 00:00:00,2013-12-21 00:00:00
2013-12-22 00:00:00,2013-12-28 00:00:00
2013-12-29 00:00:00,2014-01-04 00:00:00
